From,Entry,Entry Name,Domain [FT],Organism,Protein families,Gene Names
2a4l,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2a4z,P48736,PK3CG_HUMAN,"DOMAIN 34..141; /note=""PI3K-ABD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00877""; DOMAIN 217..309; /note=""PI3K-RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00879""; DOMAIN 357..521; /note=""C2 PI3K-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00880""; DOMAIN 541..723; /note=""PIK helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00878""; DOMAIN 797..1080; /note=""PI3K/PI4K catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00269""",Homo sapiens (Human),PI3/PI4-kinase family,PIK3CG
2a5u,P48736,PK3CG_HUMAN,"DOMAIN 34..141; /note=""PI3K-ABD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00877""; DOMAIN 217..309; /note=""PI3K-RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00879""; DOMAIN 357..521; /note=""C2 PI3K-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00880""; DOMAIN 541..723; /note=""PIK helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00878""; DOMAIN 797..1080; /note=""PI3K/PI4K catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00269""",Homo sapiens (Human),PI3/PI4-kinase family,PIK3CG
2ac3,Q9HBH9,MKNK2_HUMAN,"DOMAIN 84..388; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",MKNK2 GPRK7 MNK2
2ac5,Q9HBH9,MKNK2_HUMAN,"DOMAIN 84..388; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",MKNK2 GPRK7 MNK2
2auh,P06213,INSR_HUMAN,"DOMAIN 624..726; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 757..842; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 853..947; /note=""Fibronectin type-III 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 1023..1298; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",INSR
2auh,Q14449,GRB14_HUMAN,"DOMAIN 106..192; /note=""Ras-associating""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00166""; DOMAIN 234..342; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 439..535; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""",Homo sapiens (Human),GRB7/10/14 family,GRB14
2ayp,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2b0q,P0A3Y5,KKA3_ENTFL,,Enterococcus faecalis (Streptococcus faecalis),Aminoglycoside phosphotransferase family,aphA
2b1p,P53779,MK10_HUMAN,"DOMAIN 64..359; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK10 JNK3 JNK3A PRKM10 SAPK1B
2b4s,P06213,INSR_HUMAN,"DOMAIN 624..726; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 757..842; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 853..947; /note=""Fibronectin type-III 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 1023..1298; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",INSR
2b4s,P18031,PTN1_HUMAN,"DOMAIN 3..277; /note=""Tyrosine-protein phosphatase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00160""",Homo sapiens (Human),"Protein-tyrosine phosphatase family, Non-receptor class 1 subfamily",PTPN1 PTP1B
2b52,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2b53,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2b54,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2b55,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2b7a,O60674,JAK2_HUMAN,"DOMAIN 37..380; /note=""FERM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00084""; DOMAIN 401..482; /note=""SH2; atypical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 545..809; /note=""Protein kinase 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 849..1124; /note=""Protein kinase 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, JAK subfamily",JAK2
2b9f,P16892,FUS3_YEAST,"DOMAIN 13..309; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",FUS3 DAC2 YBL016W YBL03.21 YBL0303
2b9h,P16892,FUS3_YEAST,"DOMAIN 13..309; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",FUS3 DAC2 YBL016W YBL03.21 YBL0303
2b9i,P16892,FUS3_YEAST,"DOMAIN 13..309; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",FUS3 DAC2 YBL016W YBL03.21 YBL0303
2b9j,P16892,FUS3_YEAST,"DOMAIN 13..309; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",FUS3 DAC2 YBL016W YBL03.21 YBL0303
2baj,Q16539,MK14_HUMAN,"DOMAIN 24..308; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A
2bak,Q16539,MK14_HUMAN,"DOMAIN 24..308; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A
2bal,Q16539,MK14_HUMAN,"DOMAIN 24..308; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A
2baq,Q16539,MK14_HUMAN,"DOMAIN 24..308; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A
2bcj,P21279,GNAQ_MOUSE,"DOMAIN 38..359; /note=""G-alpha""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01230""",Mus musculus (Mouse),"G-alpha family, G(q) subfamily",Gnaq
2bcj,P10824,GNAI1_RAT,"DOMAIN 32..354; /note=""G-alpha""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01230""",Rattus norvegicus (Rat),"G-alpha family, G(i/o/t/z) subfamily",Gnai1 Gnai-1
2bcj,P21146,ARBK1_BOVIN,"DOMAIN 54..175; /note=""RGS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00171""; DOMAIN 191..453; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 454..521; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""; DOMAIN 558..652; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""",Bos taurus (Bovine),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, GPRK subfamily",GRK2 ADRBK1
2bcj,P62871,GBB1_BOVIN,,Bos taurus (Bovine),WD repeat G protein beta family,GNB1
2bcj,P63212,GBG2_BOVIN,,Bos taurus (Bovine),G protein gamma family,GNG2
2bdf,P12931,SRC_HUMAN,"DOMAIN 84..145; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 151..248; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 270..523; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",SRC SRC1
2bdj,P12931,SRC_HUMAN,"DOMAIN 84..145; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 151..248; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 270..523; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",SRC SRC1
2bdw,O62305,KCC2D_CAEEL,"DOMAIN 12..269; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",unc-43 K11E8.1
2bfx,O13024,INCEA_XENLA,,Xenopus laevis (African clawed frog),INCENP family,incenp-a
2bfx,Q6DE08,AUKBA_XENLA,"DOMAIN 93..343; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily",aurkb-a airk2-a
2bfy,O13024,INCEA_XENLA,,Xenopus laevis (African clawed frog),INCENP family,incenp-a
2bfy,Q6DE08,AUKBA_XENLA,"DOMAIN 93..343; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily",aurkb-a airk2-a
2bhe,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2bhh,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2bil,P11309,PIM1_HUMAN,"DOMAIN 38..290; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PIM subfamily",PIM1
2biy,O15530,PDPK1_HUMAN,"DOMAIN 82..342; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 459..550; /note=""PH""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PDPK1 subfamily",PDPK1 PDK1
2bkk,P0A3Y5,KKA3_ENTFL,,Enterococcus faecalis (Streptococcus faecalis),Aminoglycoside phosphotransferase family,aphA
2bkz,P20248,CCNA2_HUMAN,,Homo sapiens (Human),"Cyclin family, Cyclin AB subfamily",CCNA2 CCN1 CCNA
2bkz,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2bmc,O14965,AURKA_HUMAN,"DOMAIN 133..383; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily",AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6
2bpm,P20248,CCNA2_HUMAN,,Homo sapiens (Human),"Cyclin family, Cyclin AB subfamily",CCNA2 CCN1 CCNA
2bpm,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2br1,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2brb,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2brg,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2brh,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2brm,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2brn,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2bro,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2btr,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2bts,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2bva,O96013,PAK4_HUMAN,"DOMAIN 11..24; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 321..572; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",PAK4 KIAA1142
2bzj,P11309,PIM1_HUMAN,"DOMAIN 38..290; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PIM subfamily",PIM1
2bzk,P11309,PIM1_HUMAN,"DOMAIN 38..290; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PIM subfamily",PIM1
2c0i,P08631,HCK_HUMAN,"DOMAIN 78..138; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 144..241; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 262..515; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",HCK
2c0o,P08631,HCK_HUMAN,"DOMAIN 78..138; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 144..241; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 262..515; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",HCK
2c0t,P08631,HCK_HUMAN,"DOMAIN 78..138; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 144..241; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 262..515; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",HCK
2c1a,P61925,IPKA_HUMAN,,Homo sapiens (Human),PKI family,PKIA PRKACN1
2c1a,P00517,KAPCA_BOVIN,"DOMAIN 44..298; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 299..351; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Bos taurus (Bovine),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cAMP subfamily",PRKACA
2c1b,P61925,IPKA_HUMAN,,Homo sapiens (Human),PKI family,PKIA PRKACN1
2c1b,P00517,KAPCA_BOVIN,"DOMAIN 44..298; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 299..351; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Bos taurus (Bovine),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cAMP subfamily",PRKACA
2c30,Q9NQU5,PAK6_HUMAN,"DOMAIN 12..25; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 407..658; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",PAK6 PAK5
2c3i,P11309,PIM1_HUMAN,"DOMAIN 38..290; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PIM subfamily",PIM1
2c3j,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2c3k,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2c3l,O14757,CHK1_HUMAN,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
2c47,P78368,KC1G2_HUMAN,"DOMAIN 46..316; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",CSNK1G2 CK1G2
2c4g,P20248,CCNA2_HUMAN,,Homo sapiens (Human),"Cyclin family, Cyclin AB subfamily",CCNA2 CCN1 CCNA
2c4g,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c5n,P20248,CCNA2_HUMAN,,Homo sapiens (Human),"Cyclin family, Cyclin AB subfamily",CCNA2 CCN1 CCNA
2c5n,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c5o,P20248,CCNA2_HUMAN,,Homo sapiens (Human),"Cyclin family, Cyclin AB subfamily",CCNA2 CCN1 CCNA
2c5o,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c5v,P20248,CCNA2_HUMAN,,Homo sapiens (Human),"Cyclin family, Cyclin AB subfamily",CCNA2 CCN1 CCNA
2c5v,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c5x,P20248,CCNA2_HUMAN,,Homo sapiens (Human),"Cyclin family, Cyclin AB subfamily",CCNA2 CCN1 CCNA
2c5x,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c5y,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c68,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c69,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c6d,O14965,AURKA_HUMAN,"DOMAIN 133..383; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily",AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6
2c6e,O14965,AURKA_HUMAN,"DOMAIN 133..383; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily",AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6
2c6i,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
2c6k,P24941,CDK2_HUMAN,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
