Entry,Entry Name,Domain [FT],Organism,Protein families,Gene Names
P46549,SULU_CAEEL,"DOMAIN 30..289; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, Ser/Thr protein kinase family, STE20 subfamily",kin-18 sulu T17E9.1
P46551,CDK12_CAEEL,"DOMAIN 313..605; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk-12 cdtl-7 B0285.1
P46734,MP2K3_HUMAN,"DOMAIN 64..325; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily",MAP2K3 MEK3 MKK3 PRKMK3 SKK2
P46892,CD11B_RAT,"DOMAIN 79..364; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",Cdk11b Cdc2l1 Cdk11
P47196,AKT1_RAT,"DOMAIN 5..108; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 150..408; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 409..480; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Rattus norvegicus (Rat),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, RAC subfamily",Akt1
P47197,AKT2_RAT,"DOMAIN 5..108; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 152..409; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 410..481; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Rattus norvegicus (Rat),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, RAC subfamily",Akt2
P47809,MP2K4_MOUSE,"DOMAIN 100..366; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily",Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1
P47810,WEE1_MOUSE,"DOMAIN 298..568; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, Ser/Thr protein kinase family, WEE1 subfamily",Wee1
P47811,MK14_MOUSE,"DOMAIN 24..308; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",Mapk14 Crk1 Csbp1 Csbp2
P47812,MK14_XENLA,"DOMAIN 25..309; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",mapk14 mpk2
P47817,WEE2A_XENLA,"DOMAIN 210..480; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, Ser/Thr protein kinase family, WEE1 subfamily",wee2-a wee1a
P48025,KSYK_MOUSE,"DOMAIN 14..106; /note=""SH2 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 167..258; /note=""SH2 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 365..625; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, Tyr protein kinase family, SYK/ZAP-70 subfamily",Syk ptk72 Sykb
P48479,NIM1_NEUCR,"DOMAIN 7..290; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",nim-1 NCU03187
P48562,CLA4_YEAST,"DOMAIN 61..179; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 184..197; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 546..825; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",CLA4 YNL298W N0450
P48609,CDK5_DROME,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",Cdk5 CG8203
P48729,KC1A_HUMAN,"DOMAIN 17..285; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",CSNK1A1
P48730,KC1D_HUMAN,"DOMAIN 9..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",CSNK1D HCKID
P48734,CDK1_BOVIN,"DOMAIN 4..287; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK1 CDC2 CDKN1
P48963,CDK2_MESAU,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mesocricetus auratus (Golden hamster),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK2 CDKN2
P49025,CTRO_MOUSE,"DOMAIN 97..359; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 360..430; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""; DOMAIN 1469..1589; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 1617..1907; /note=""CNH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00795""",Mus musculus (Mouse),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",Cit Crik
P49071,MAPK2_DROME,"DOMAIN 20..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",MAPk-Ak2 CG3086
P49101,CDPK2_MAIZE,"DOMAIN 65..323; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 366..401; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 402..437; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 438..473; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 478..508; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Zea mays (Maize),"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CPK2 CDPK2
P49136,MAPK2_CRILO,"DOMAIN <1..254; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Cricetulus longicaudatus (Long-tailed dwarf hamster) (Chinese hamster),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",MAPKAPK2
P49137,MAPK2_HUMAN,"DOMAIN 64..325; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",MAPKAPK2
P49138,MAPK2_MOUSE,"DOMAIN 50..311; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",Mapkapk2 Rps6kc1
P49139,MAPK2_RABIT,"DOMAIN 30..291; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryctolagus cuniculus (Rabbit),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",MAPKAPK2
P49185,MK08_RAT,"DOMAIN 26..321; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",Mapk8 Jnk1 Prkm8
P49186,MK09_RAT,"DOMAIN 26..321; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",Mapk9 Jnk2 Prkm9
P49187,MK10_RAT,"DOMAIN 64..359; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",Mapk10 Jnk3 Prkm10
P49336,CDK8_HUMAN,"DOMAIN 21..335; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK8
P49615,CDK5_MOUSE,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",Cdk5 Cdkn5 Crk6 PSSALRE
P49657,MNB_DROME,"DOMAIN 164..484; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily",mnb CG7826
P49673,KAPC_ASCSU,"DOMAIN 29..283; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 284..337; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Ascaris suum (Pig roundworm) (Ascaris lumbricoides),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cAMP subfamily",CAPK
P49674,KC1E_HUMAN,"DOMAIN 9..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",CSNK1E
P49759,CLK1_HUMAN,"DOMAIN 161..477; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily",CLK1 CLK
P49760,CLK2_HUMAN,"DOMAIN 163..479; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily",CLK2
P49761,CLK3_HUMAN,"DOMAIN 304..620; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily",CLK3
P49762,DOA_DROME,"DOMAIN 479..799; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily",Doa CG42320
P49840,GSK3A_HUMAN,"DOMAIN 119..403; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",GSK3A
P49841,GSK3B_HUMAN,"DOMAIN 56..340; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",GSK3B
P50118,MOS_PIG,"DOMAIN 63..344; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Sus scrofa (Pig),"Protein kinase superfamily, Ser/Thr protein kinase family",MOS
P50488,DAF4_CAEEL,"DOMAIN 306..603; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily",daf-4 C05D2.1
P50526,SSP1_SCHPO,"DOMAIN 135..409; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, Ser/Thr protein kinase family",ssp1 SPCC297.03
P50527,STE20_SCHPO,"DOMAIN 147..160; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 386..637; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",shk1 orb2 pak1 ste20 SPBC1604.14c
P50528,PLO1_SCHPO,"DOMAIN 41..296; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 500..567; /note=""POLO box 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""; DOMAIN 604..670; /note=""POLO box 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",plo1 SPAC23C11.16
P50530,SCK1_SCHPO,"DOMAIN 122..272; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 302..563; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 564..643; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cAMP subfamily",sck1 SPAC1B9.02c
P50545,HCK_RAT,"DOMAIN 76..136; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 142..239; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 260..513; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Hck
P50582,HSK1_SCHPO,"DOMAIN 68..433; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC7 subfamily",hsk1 SPBC776.12c
P50613,CDK7_HUMAN,"DOMAIN 12..295; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK7 CAK CAK1 CDKN7 MO15 STK1
P50750,CDK9_HUMAN,"DOMAIN 19..315; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK9 CDC2L4 TAK
P50873,MRK1_YEAST,"DOMAIN 164..447; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",MRK1 YDL079C
P51136,GSK3_DICDI,"DOMAIN 56..339; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Dictyostelium discoideum (Slime mold),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",gskA gsk3 DDB_G0272110
P51137,MSK1_MEDSA,"DOMAIN 75..359; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Medicago sativa (Alfalfa),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",MSK-1
P51138,MSK2_MEDSA,"DOMAIN 74..358; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Medicago sativa (Alfalfa),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",MSK-2
P51139,MSK3_MEDSA,"DOMAIN 74..358; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Medicago sativa (Alfalfa),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",MSK-3
P51166,CDK5_XENLA,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk5
P51451,BLK_HUMAN,"DOMAIN 58..118; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 124..220; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 241..494; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",BLK
P51566,AFC1_ARATH,"DOMAIN 115..443; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily",AFC1 AME2 At3g53570 F4P12_270
P51567,AFC2_ARATH,"DOMAIN 98..423; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily",AFC2 At4g24740 F22K18.60
P51568,AFC3_ARATH,"DOMAIN 71..396; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, Lammer subfamily",AFC3 AME3 At4g32660 F4D11.140
P51617,IRAK1_HUMAN,"DOMAIN 27..106; /note=""Death""; DOMAIN 212..521; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, Pelle subfamily",IRAK1 IRAK
P51813,BMX_HUMAN,"DOMAIN 4..111; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 296..392; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 417..675; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",BMX
P51817,PRKX_HUMAN,"DOMAIN 49..303; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 304..358; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cAMP subfamily",PRKX PKX1
P51839,GUC2D_RAT,"DOMAIN 541..818; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 893..1023; /note=""Guanylate cyclase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00099""",Rattus norvegicus (Rat),Adenylyl cyclase class-4/guanylyl cyclase family,Gucy2d Gucy2e
P51840,GUC2E_RAT,"DOMAIN 520..811; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 883..1013; /note=""Guanylate cyclase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00099""",Rattus norvegicus (Rat),Adenylyl cyclase class-4/guanylyl cyclase family,Gucy2e Guc2e Gucy2d
P51841,GUC2F_HUMAN,"DOMAIN 532..812; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 884..1014; /note=""Guanylate cyclase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00099""",Homo sapiens (Human),Adenylyl cyclase class-4/guanylyl cyclase family,GUCY2F GUC2F RETGC2
P51842,GUC2F_RAT,"DOMAIN 532..812; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 884..1014; /note=""Guanylate cyclase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00099""",Rattus norvegicus (Rat),Adenylyl cyclase class-4/guanylyl cyclase family,Gucy2f Guc2f
P51952,CDK7_RAT,"DOMAIN 4..287; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",Cdk7 Cak Cak1 Mo15
P51953,CDK7_CARAU,"DOMAIN 12..294; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Carassius auratus (Goldfish),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk7 mo15
P51954,NEK1_MOUSE,"DOMAIN 4..258; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",Nek1
P51955,NEK2_HUMAN,"DOMAIN 8..271; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",NEK2 NEK2A NLK1
P51956,NEK3_HUMAN,"DOMAIN 4..257; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",NEK3
P51957,NEK4_HUMAN,"DOMAIN 6..261; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",NEK4 STK2
P51958,CDK1_CARAU,"DOMAIN 4..287; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Carassius auratus (Goldfish),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk1 cdc2
P52304,POLO_DROME,"DOMAIN 25..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 398..461; /note=""POLO box 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""; DOMAIN 496..564; /note=""POLO box 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""",Drosophila melanogaster (Fruit fly),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",polo CG12306
P52389,CDC2_VIGUN,"DOMAIN 4..287; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Vigna unguiculata (Cowpea),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDC2
P52497,SNF1_CANAX,"DOMAIN 53..305; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Candida albicans (Yeast),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",SNF1
